Company,Month,Revenue,COGS,Gross_Profit,Gross_Margin_%,SG&A,R&D,Operating_Income_(EBIT),Interest_Expense,Tax_Expense,Net_Income,Assets,Debt,Equity,ROE_%,ROA_%,Debt/EBITDA,Debt/Equity
Manama Cargomarket,2023-12-31,1238625,812891,425734,34.37,263654,5977,156101,75402,34342,46356,6371212,3320065,3051146,1.52,0.73,21.27,1.09
Manama Cargomarket,2024-01-31,1193062,780761,412300,34.56,276041,6338,129921,73561,28582,27777,6319750,3329307,2990442,0.93,0.44,25.62,1.11
Manama Cargomarket,2024-02-29,1298713,841900,456812,35.17,289650,6726,160435,75200,35295,49939,6440059,3381821,3058238,1.63,0.78,21.08,1.11
Manama Cargomarket,2024-03-31,1275207,839764,435443,34.15,288628,6069,140745,74667,30963,35113,6427560,3328282,3099277,1.13,0.55,23.65,1.07
Manama Cargomarket,2024-04-30,1204689,785970,418718,34.76,280830,6043,131844,71969,29005,30869,6409504,3273348,3136156,0.98,0.48,24.82,1.04
Manama Cargomarket,2024-05-31,1216778,798458,418320,34.38,267072,6387,144860,70349,31869,42642,6409330,3344153,3065177,1.39,0.67,23.08,1.09
Manama Cargomarket,2024-06-30,1236546,801053,435492,35.22,285554,6226,143711,72332,31616,39762,6439677,3339568,3100108,1.28,0.62,23.24,1.08
Manama Cargomarket,2024-07-31,1162013,763511,398502,34.29,264879,6262,127360,71524,28019,27816,6360415,3292483,3067932,0.91,0.44,25.85,1.07
Manama Cargomarket,2024-08-31,1275541,841701,433840,34.01,288396,6392,139051,74314,30591,34145,6401845,3316346,3085498,1.11,0.53,23.85,1.07
Manama Cargomarket,2024-09-30,1251727,793825,457901,36.58,307036,6454,144411,73452,31770,39188,6431336,3303163,3128173,1.25,0.61,22.87,1.06
Manama Cargomarket,2024-10-31,1210317,787556,422760,34.93,261068,6597,155094,76564,34120,44408,6383271,3353252,3030019,1.47,0.7,21.62,1.11
Manama Cargomarket,2024-11-30,1250916,814740,436175,34.87,280083,6351,149741,75898,32942,40900,6433057,3324666,3108390,1.32,0.64,22.2,1.07
Manama Cargomarket,2024-12-31,1307286,863948,443337,33.91,276711,6841,159784,77917,35152,46714,6424047,3338820,3085226,1.51,0.73,20.9,1.08
(ltd.) Primemarket,2022-01-31,2063417,1347852,715564,34.68,571407,22609,121547,106001,26740,-11194,11437762,5041792,6395969,-0.18,-0.1,41.47,0.79
(ltd.) Primemarket,2022-02-28,2330776,1557462,773314,33.18,608905,26493,137915,122491,30341,-14917,11480381,5068405,6411975,-0.23,-0.13,36.75,0.79
(ltd.) Primemarket,2022-03-31,2359432,1530051,829381,35.15,636757,23881,168743,113414,37123,18205,11483361,5033442,6449918,0.28,0.16,29.83,0.78
(ltd.) Primemarket,2022-04-30,2256530,1482019,774511,34.32,628829,21530,124150,112751,27313,-15913,11460413,5070506,6389907,-0.25,-0.14,40.84,0.79
(ltd.) Primemarket,2022-05-31,2492682,1650437,842245,33.79,710444,25625,106174,114590,23358,-31774,11449888,4992311,6457577,-0.49,-0.28,47.01,0.77
(ltd.) Primemarket,2022-06-30,2436709,1635829,800879,32.87,617300,26493,157085,111814,34558,10712,11408861,5087670,6321191,0.17,0.09,32.38,0.8
(ltd.) Primemarket,2022-07-31,2223923,1481930,741993,33.36,578531,23190,140271,109199,30859,211,11394369,4921237,6473131,0.0,0.0,35.08,0.76
(ltd.) Primemarket,2022-08-31,2231586,1435728,795858,35.66,561007,22557,212293,115674,46704,49914,11406652,4953635,6453017,0.77,0.44,23.33,0.77
(ltd.) Primemarket,2022-09-30,2190083,1456263,733820,33.51,603951,22010,107858,110662,23728,-26532,11498926,5015075,6483850,-0.41,-0.23,46.49,0.77
(ltd.) Primemarket,2022-10-31,2283245,1521848,761397,33.35,647354,22659,91383,113216,20104,-41937,11553007,5037049,6515957,-0.64,-0.36,55.11,0.77
(ltd.) Primemarket,2022-11-30,2265390,1492030,773359,34.14,622872,22765,127722,114176,28098,-14553,11457792,5088449,6369342,-0.23,-0.13,39.84,0.8
(ltd.) Primemarket,2022-12-31,2103248,1360356,742891,35.32,566393,22270,154228,108452,33930,11846,11446425,4969002,6477422,0.18,0.1,32.21,0.77
(ltd.) Primemarket,2023-01-31,2123748,1379389,744358,35.05,575660,21807,146890,114313,32315,260,11538846,5039234,6499611,0.0,0.0,34.3,0.78
(ltd.) Primemarket,2023-02-28,2226321,1458285,768035,34.5,569477,23952,174605,110393,38413,25798,11407702,4964832,6442870,0.4,0.23,28.43,0.77
(ltd.) Primemarket,2023-03-31,2242170,1461575,780594,34.81,599384,22374,158834,117368,34943,6522,11411169,5078485,6332684,0.1,0.06,31.97,0.8
(ltd.) Primemarket,2023-04-30,2302114,1512203,789911,34.31,616646,22706,150558,113726,33122,3708,11476938,5018757,6458180,0.06,0.03,33.33,0.78
(ltd.) Primemarket,2023-05-31,2203296,1470152,733144,33.27,610520,20243,102379,113716,22523,-33860,11486348,5014336,6472012,-0.52,-0.29,48.97,0.77
(ltd.) Primemarket,2023-06-30,2161245,1411765,749480,34.68,588576,22168,138735,116629,30521,-8416,11626423,5182049,6444374,-0.13,-0.07,37.34,0.8
(ltd.) Primemarket,2023-07-31,2357575,1534824,822750,34.9,663667,25976,133106,107089,29283,-3266,11381309,4893049,6488260,-0.05,-0.03,36.76,0.75
(ltd.) Primemarket,2023-08-31,2139343,1399835,739508,34.57,516066,21957,201484,109975,44326,47182,11403889,5027283,6376606,0.74,0.41,24.95,0.79
(ltd.) Primemarket,2023-09-30,2276601,1495191,781409,34.32,589739,23860,167810,118513,36918,12378,11555045,5115895,6439149,0.19,0.11,30.48,0.79
(ltd.) Primemarket,2023-10-31,2156421,1406854,749566,34.76,608734,19651,121180,118956,26659,-24435,11376312,5068342,6307970,-0.39,-0.21,41.82,0.8
(ltd.) Primemarket,2023-11-30,2235350,1421756,813594,36.4,593243,23255,197095,110605,43361,43128,11496293,5068907,6427385,0.67,0.38,25.71,0.79
(ltd.) Primemarket,2023-12-31,2175499,1418030,757468,34.82,598498,20447,138522,115803,30475,-7755,11517866,5072421,6445444,-0.12,-0.07,36.61,0.79
(ltd.) Primemarket,2024-01-31,2226924,1459232,767692,34.47,575339,23638,168714,111265,37117,20331,11460070,4998685,6461384,0.31,0.18,29.63,0.77
(ltd.) Primemarket,2024-02-29,2161791,1462408,699382,32.35,571493,21461,106427,112272,23414,-29258,11424660,5070712,6353947,-0.46,-0.26,47.64,0.8
(ltd.) Primemarket,2024-03-31,2170897,1425684,745213,34.33,588152,24183,132878,110913,29233,-7268,11491875,4981031,6510844,-0.11,-0.06,37.48,0.77
(ltd.) Primemarket,2024-04-30,2228070,1464178,763892,34.28,628179,20797,114914,113103,25281,-23469,11410173,5025989,6384184,-0.37,-0.21,43.74,0.79
(ltd.) Primemarket,2024-05-31,2215648,1451110,764538,34.51,643690,23158,97689,112161,21491,-35962,11440769,5088560,6352209,-0.57,-0.31,52.09,0.8
(ltd.) Primemarket,2024-06-30,2206681,1441770,764911,34.66,556738,22193,185978,110923,40915,34139,11501473,5033461,6468011,0.53,0.3,27.06,0.78
(ltd.) Primemarket,2024-07-31,2200592,1448066,752526,34.2,591268,23048,138208,115872,30405,-8069,11513039,5009599,6503439,-0.12,-0.07,36.24,0.77
(ltd.) Primemarket,2024-08-31,2185542,1439479,746062,34.14,600357,24446,121258,112985,26676,-18403,11506315,5010139,6496175,-0.28,-0.16,41.31,0.77
(ltd.) Primemarket,2024-09-30,2233357,1458818,774539,34.68,600320,19631,154587,107984,34009,12593,11480840,5012160,6468680,0.19,0.11,32.42,0.77
(ltd.) Primemarket,2024-10-31,2309138,1519839,789299,34.18,593954,23914,171429,105819,37714,27895,11512971,5040619,6472352,0.43,0.24,29.4,0.78
(ltd.) Primemarket,2024-11-30,2241157,1504990,736167,32.85,602587,21474,112104,110735,24662,-23293,11412354,4961763,6450590,-0.36,-0.2,44.26,0.77
(ltd.) Primemarket,2024-12-31,2211406,1424057,787348,35.6,626258,23479,137610,112905,30274,-5568,11479242,5093059,6386182,-0.09,-0.05,37.0,0.8
Powerdynamic Oman,2022-01-31,793601,476663,316937,39.94,128155,10464,178316,53095,39229,85991,3985245,2860226,1125019,7.64,2.16,16.04,2.54
Powerdynamic Oman,2022-02-28,781941,461182,320758,41.02,121654,11268,187835,51850,41323,94661,4031096,2931889,1099207,8.61,2.35,15.61,2.67
Powerdynamic Oman,2022-03-31,821577,487573,334004,40.65,133346,13812,186844,54897,41105,90841,4003999,2896149,1107849,8.2,2.27,15.5,2.61
Powerdynamic Oman,2022-04-30,785856,463305,322550,41.04,132474,12011,178063,54493,39173,84396,4026586,2926673,1099912,7.67,2.1,16.43,2.66
Powerdynamic Oman,2022-05-31,786374,465877,320496,40.76,133047,12326,175122,55857,38526,80738,4044520,2923891,1120629,7.2,2.0,16.7,2.61
Powerdynamic Oman,2022-06-30,813935,487770,326165,40.07,133598,11142,181424,57426,39913,84084,4009428,2886531,1122897,7.49,2.1,15.91,2.57
Powerdynamic Oman,2022-07-31,804852,479783,325069,40.39,130872,12112,182084,53569,40058,88455,4062915,2930177,1132738,7.81,2.18,16.09,2.59
Powerdynamic Oman,2022-08-31,777018,469462,307555,39.58,126063,11684,169808,52950,37357,79499,4046014,2872430,1173584,6.77,1.96,16.91,2.45
Powerdynamic Oman,2022-09-30,778820,462154,316666,40.66,134224,11715,170726,51221,37559,81944,4060517,2896049,1164468,7.04,2.02,16.96,2.49
Powerdynamic Oman,2022-10-31,748476,448739,299737,40.05,129753,11516,158467,53336,34862,70267,4044970,2895677,1149292,6.11,1.74,18.27,2.52
Powerdynamic Oman,2022-11-30,751916,458364,293551,39.04,126159,12035,155356,53361,34178,67816,4030397,2908989,1121407,6.05,1.68,18.73,2.59
Powerdynamic Oman,2022-12-31,739341,447940,291401,39.41,125982,11810,153607,52214,33793,67599,4040300,2890197,1150102,5.88,1.67,18.81,2.51
Powerdynamic Oman,2023-01-31,821263,496318,324945,39.57,131341,10525,183078,52013,40277,90787,4032945,2905448,1127497,8.05,2.25,15.87,2.58
Powerdynamic Oman,2023-02-28,772933,456627,316306,40.92,131202,11175,173928,52574,38264,83089,4053366,2882563,1170803,7.1,2.05,16.57,2.46
Powerdynamic Oman,2023-03-31,747055,447123,299932,40.15,128184,9871,161876,52944,35612,73319,4014855,2885337,1129517,6.49,1.83,17.82,2.55
Powerdynamic Oman,2023-04-30,801517,487094,314423,39.23,128316,14057,172049,52595,37850,81603,4005116,2926407,1078708,7.56,2.04,17.01,2.71
Powerdynamic Oman,2023-05-31,746468,436466,310002,41.53,121626,11386,176989,53554,38937,84496,4014678,2915108,1099569,7.68,2.1,16.47,2.65
Powerdynamic Oman,2023-06-30,767735,462267,305467,39.79,125623,10815,169028,53001,37186,78840,3977824,2862678,1115146,7.07,1.98,16.93,2.57
Powerdynamic Oman,2023-07-31,750380,451995,298385,39.76,115747,11975,170663,53773,37545,79343,4049378,2845762,1203616,6.59,1.96,16.67,2.36
Powerdynamic Oman,2023-08-31,716956,426983,289973,40.45,111874,11687,166411,53911,36610,75890,4026434,2846898,1179536,6.43,1.88,17.11,2.41
Powerdynamic Oman,2023-09-30,820666,496167,324498,39.54,133728,12458,178311,52126,39228,86957,4008702,2892401,1116301,7.79,2.17,16.22,2.59
Powerdynamic Oman,2023-10-31,774208,462218,311989,40.3,125276,12253,174460,51208,38381,84870,4048784,2891470,1157314,7.33,2.1,16.57,2.5
Powerdynamic Oman,2023-11-30,787795,475112,312683,39.69,135189,11564,165929,52800,36504,76625,4060406,2902617,1157788,6.62,1.89,17.49,2.51
Powerdynamic Oman,2023-12-31,753033,444559,308474,40.96,121409,11244,175820,53423,38680,83716,4007616,2879898,1127717,7.42,2.09,16.38,2.55
Powerdynamic Oman,2024-01-31,827021,489262,337759,40.84,136380,13719,187659,52625,41285,93749,4025385,2918082,1107303,8.47,2.33,15.55,2.64
Powerdynamic Oman,2024-02-29,748644,449032,299612,40.02,123037,10353,166221,53580,36568,76072,4043158,2896777,1146380,6.64,1.88,17.43,2.53
Powerdynamic Oman,2024-03-31,763090,465663,297427,38.98,136670,11952,148804,51464,32736,64602,4046672,2864102,1182570,5.46,1.6,19.25,2.42
Powerdynamic Oman,2024-04-30,787115,473088,314027,39.9,120756,11712,181559,55166,39942,86449,4037913,2931297,1106615,7.81,2.14,16.14,2.65
Powerdynamic Oman,2024-05-31,789668,469165,320502,40.59,131699,12013,176788,54633,38893,83262,4043581,2924814,1118767,7.44,2.06,16.54,2.61
Powerdynamic Oman,2024-06-30,751647,450693,300953,40.04,120282,11331,169339,54695,37254,77389,4047535,2921701,1125833,6.87,1.91,17.25,2.6
Powerdynamic Oman,2024-07-31,763483,451665,311817,40.84,126315,12750,172751,53370,38005,81375,4006933,2886695,1120238,7.26,2.03,16.71,2.58
Powerdynamic Oman,2024-08-31,741731,439044,302686,40.81,125022,11164,166499,54085,36629,75783,4006471,2849450,1157020,6.55,1.89,17.11,2.46
Powerdynamic Oman,2024-09-30,778246,462304,315941,40.6,132364,10266,173309,54442,38128,80738,4021976,2912971,1109004,7.28,2.01,16.81,2.63
Powerdynamic Oman,2024-10-31,813393,483863,329530,40.51,132983,12392,184154,54258,40513,89381,4040376,2900217,1140159,7.84,2.21,15.75,2.54
Powerdynamic Oman,2024-11-30,793935,470206,323729,40.78,130454,13103,180171,53908,39637,86625,4016808,2905648,1111160,7.8,2.16,16.13,2.61
Powerdynamic Oman,2024-12-31,731068,427011,304057,41.59,131560,10652,161844,54705,35605,71533,4033160,2912869,1120291,6.39,1.77,18.0,2.6
Visiondynamic Uk,2022-01-31,1148715,438378,710337,61.84,336382,44377,329576,58227,72506,198842,6095296,2654905,3440390,5.78,3.26,8.05,0.77
Visiondynamic Uk,2022-02-28,1217205,470313,746891,61.36,374385,53836,318670,61918,70107,186644,6119238,2686108,3433130,5.44,3.05,8.43,0.78
Visiondynamic Uk,2022-03-31,1185956,459655,726301,61.24,355047,48008,323245,58312,71113,193818,6102814,2622916,3479898,5.57,3.18,8.11,0.75
Visiondynamic Uk,2022-04-30,1167327,439888,727438,62.32,349804,50005,327628,59953,72078,195596,6073619,2722611,3351007,5.84,3.22,8.31,0.81
Visiondynamic Uk,2022-05-31,1177852,446364,731488,62.1,349800,46390,335297,59856,73765,201675,6094182,2673576,3420605,5.9,3.31,7.97,0.78
Visiondynamic Uk,2022-06-30,1144882,449822,695060,60.71,337376,51771,305911,57831,67300,180779,6095719,2673611,3422107,5.28,2.97,8.74,0.78
Visiondynamic Uk,2022-07-31,1119023,418963,700059,62.56,324781,43194,332083,61266,73058,197758,6123222,2713150,3410071,5.8,3.23,8.17,0.8
Visiondynamic Uk,2022-08-31,1183136,449172,733963,62.04,354232,45157,334574,60292,73606,200675,6172993,2697633,3475360,5.77,3.25,8.06,0.78
Visiondynamic Uk,2022-09-30,1189815,450301,739513,62.15,348256,43912,347344,62375,76415,208553,6164646,2701739,3462906,6.02,3.38,7.78,0.78
Visiondynamic Uk,2022-10-31,1166930,448703,718227,61.55,338124,48621,331481,63081,72925,195474,6097547,2659573,3437974,5.69,3.21,8.02,0.77
Visiondynamic Uk,2022-11-30,1138584,436736,701848,61.64,325891,48185,327771,57731,72109,197930,6110661,2667159,3443502,5.75,3.24,8.14,0.77
Visiondynamic Uk,2022-12-31,1162536,435467,727069,62.54,329666,48945,348456,62493,76660,209303,6101840,2686809,3415030,6.13,3.43,7.71,0.79
Visiondynamic Uk,2023-01-31,1102753,421003,681750,61.82,334506,45452,301791,58986,66393,176410,6106590,2678142,3428447,5.15,2.89,8.87,0.78
Visiondynamic Uk,2023-02-28,1220232,464089,756142,61.97,354053,49240,352847,59145,77626,216075,6118584,2714886,3403697,6.35,3.53,7.69,0.8
Visiondynamic Uk,2023-03-31,1122130,431184,690946,61.57,309499,44528,336917,61297,74121,201498,6109915,2685704,3424210,5.88,3.3,7.97,0.78
Visiondynamic Uk,2023-04-30,1127867,435474,692393,61.39,325432,45988,320973,60743,70614,189616,6086378,2658328,3428050,5.53,3.12,8.28,0.78
Visiondynamic Uk,2023-05-31,1155791,432996,722795,62.54,337851,42523,342419,58668,75332,208418,6094412,2658453,3435959,6.07,3.42,7.76,0.77
Visiondynamic Uk,2023-06-30,1220409,462994,757415,62.06,351177,50327,355910,61920,78300,215689,6146835,2757397,3389437,6.36,3.51,7.75,0.81
Visiondynamic Uk,2023-07-31,1215167,468851,746316,61.42,370377,50205,325732,58710,71661,195361,6145208,2692701,3452506,5.66,3.18,8.27,0.78
Visiondynamic Uk,2023-08-31,1164348,449892,714455,61.36,342798,49458,322197,57853,70883,193460,6113301,2654490,3458811,5.59,3.16,8.24,0.77
Visiondynamic Uk,2023-09-30,1162776,446429,716346,61.61,328380,47643,340323,57966,74870,207485,6080526,2672145,3408381,6.09,3.41,7.85,0.78
Visiondynamic Uk,2023-10-31,1219307,463794,755512,61.96,361660,48324,345527,62052,76016,207459,6105961,2691870,3414091,6.08,3.4,7.79,0.79
Visiondynamic Uk,2023-11-30,1177619,446746,730873,62.06,338694,44966,347212,59174,76386,211651,6136508,2683245,3453262,6.13,3.45,7.73,0.78
Visiondynamic Uk,2023-12-31,1153999,443655,710343,61.55,357369,48905,304068,58412,66895,178760,6109555,2695354,3414201,5.24,2.93,8.86,0.79
Visiondynamic Uk,2024-01-31,1200184,468153,732031,60.99,355042,52358,324629,58552,71418,194658,6117982,2679843,3438139,5.66,3.18,8.25,0.78
Visiondynamic Uk,2024-02-29,1236223,468632,767590,62.09,374840,52553,340196,60465,74843,204888,6078466,2681667,3396798,6.03,3.37,7.88,0.79
Visiondynamic Uk,2024-03-31,1171230,430519,740711,63.24,345208,44255,351247,59804,77274,214168,6068663,2623817,3444846,6.22,3.53,7.47,0.76
Visiondynamic Uk,2024-04-30,1102851,418081,684770,62.09,307650,49817,327302,60353,72006,194942,6132228,2698621,3433606,5.68,3.18,8.24,0.79
Visiondynamic Uk,2024-05-31,1122007,422682,699324,62.33,321863,42412,335048,61268,73710,200069,6148956,2690744,3458211,5.79,3.25,8.03,0.78
Visiondynamic Uk,2024-06-30,1128252,428402,699850,62.03,351260,43500,305088,60933,67119,177035,6070286,2694266,3376020,5.24,2.92,8.83,0.8
Visiondynamic Uk,2024-07-31,1194548,458949,735599,61.58,336065,44254,355279,59507,78161,217610,6083643,2681268,3402374,6.4,3.58,7.55,0.79
Visiondynamic Uk,2024-08-31,1127966,423429,704537,62.46,335002,44947,324586,59054,71409,194123,6064303,2635315,3428988,5.66,3.2,8.12,0.77
Visiondynamic Uk,2024-09-30,1229264,461596,767667,62.45,356783,53914,356968,60370,78533,218064,6108900,2694150,3414749,6.39,3.57,7.55,0.79
Visiondynamic Uk,2024-10-31,1199557,457318,742238,61.88,342105,49479,350654,61514,77143,211996,6106574,2677974,3428600,6.18,3.47,7.64,0.78
Visiondynamic Uk,2024-11-30,1234625,471465,763159,61.81,368803,51324,343031,56538,75467,211026,6043126,2635427,3407699,6.19,3.49,7.68,0.77
Visiondynamic Uk,2024-12-31,1129634,426547,703087,62.24,329678,45729,327679,59045,72089,196544,6091258,2687155,3404102,5.77,3.23,8.2,0.79
Doha Industries Apex,2022-01-31,1447895,946656,501238,34.62,285406,91013,124819,88200,27460,9158,7766490,4353921,3412569,0.27,0.12,34.87,1.28
Doha Industries Apex,2022-02-28,1463932,963053,500879,34.21,251391,86153,163335,90921,35933,36480,7748601,4373049,3375551,1.08,0.47,26.77,1.3
Doha Industries Apex,2022-03-31,1385047,915686,469361,33.89,253392,92969,123000,85709,27060,10230,7736849,4310597,3426251,0.3,0.13,35.04,1.26
Doha Industries Apex,2022-04-30,1424106,926181,497925,34.96,277476,88415,132033,86484,29047,16501,7716881,4305117,3411764,0.48,0.21,32.6,1.26
Doha Industries Apex,2022-05-31,1542405,992104,550301,35.68,294907,101772,153621,87885,33796,31938,7776265,4361219,3415046,0.94,0.41,28.39,1.28
Doha Industries Apex,2022-06-30,1421963,916874,505089,35.52,263047,82776,159264,81457,35038,42768,7720013,4216418,3503594,1.22,0.55,26.47,1.2
Doha Industries Apex,2022-07-31,1424739,932438,492301,34.55,250863,83662,157774,93805,34710,29258,7728658,4319542,3409115,0.86,0.38,27.37,1.27
Doha Industries Apex,2022-08-31,1447455,941853,505602,34.93,268611,94815,142175,91993,31278,18902,7757355,4388441,3368914,0.56,0.24,30.87,1.3
Doha Industries Apex,2022-09-30,1575147,997472,577675,36.67,285915,105129,186630,83625,41058,61945,7744084,4257538,3486546,1.78,0.8,22.81,1.22
Doha Industries Apex,2022-10-31,1515878,993107,522770,34.49,287115,100813,134842,90917,29665,14259,7729910,4308247,3421662,0.42,0.18,31.95,1.26
Doha Industries Apex,2022-11-30,1554602,1026116,528486,33.99,294137,98397,135951,90160,29909,15882,7750103,4269021,3481081,0.46,0.2,31.4,1.23
Doha Industries Apex,2022-12-31,1487342,984787,502555,33.79,296709,94055,111790,90286,24594,-3089,7754496,4351341,3403155,-0.09,-0.04,38.92,1.28
Doha Industries Apex,2023-01-31,1540569,996725,543843,35.3,288155,89635,166052,91521,36531,37999,7757713,4310273,3447440,1.1,0.49,25.96,1.25
Doha Industries Apex,2023-02-28,1405800,921101,484699,34.48,271430,87409,125860,91055,27689,7115,7742731,4321220,3421511,0.21,0.09,34.33,1.26
Doha Industries Apex,2023-03-31,1528714,1018295,510418,33.39,279711,97882,132824,85039,29221,18563,7779997,4376401,3403595,0.55,0.24,32.95,1.29
Doha Industries Apex,2023-04-30,1483925,964274,519650,35.02,282579,81668,155402,82451,34188,38762,7752942,4315308,3437634,1.13,0.5,27.77,1.26
Doha Industries Apex,2023-05-31,1573201,1041989,531211,33.77,295805,99711,135694,86321,29852,19520,7732124,4302327,3429797,0.57,0.25,31.7,1.25
Doha Industries Apex,2023-06-30,1489136,988971,500165,33.59,285506,99253,115404,89719,25389,296,7721345,4331081,3390263,0.01,0.0,37.53,1.28
